135, Dark Shadows , 113, Color, English, English, PG-13, 100000000, 2012, 6.2, 1.85, http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1
31, Skyfall , 143, Color, English, English, PG-13, 200000000, 2012, 7.8, 2.35, http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1
29, Battleship , 131, Color, English, English, PG-13, 209000000, 2012, 5.9, 2.35, http://www.imdb.com/title/tt1440129/?ref_=fn_tt_tt_1
403, Hotel Transylvania , 91, Color, English, English, PG, 85000000, 2012, 7.1, 1.85, http://www.imdb.com/title/tt0837562/?ref_=fn_tt_tt_1
332, The Campaign , 85, Color, English, English, R, 95000000, 2012, 6.2, 1.85, http://www.imdb.com/title/tt1790886/?ref_=fn_tt_tt_1
300, The Expendables 2 , 103, Color, English, English, R, 92000000, 2012, 6.7, 2.35, http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1
22, The Amazing Spider-Man , 153, Color, English, English, PG-13, 230000000, 2012, 7.0, 2.35, http://www.imdb.com/title/tt0948470/?ref_=fn_tt_tt_1
157, Rise of the Guardians , 97, Color, English, English, PG, 145000000, 2012, 7.3, 1.85, http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1
20, Men in Black 3 , 106, Color, English, English, PG-13, 225000000, 2012, 6.8, 1.85, http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1
312, Cloud Atlas , 172, Color, English, English, R, 102000000, 2012, 7.5, 2.35, http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1
18, The Avengers , 173, Color, English, English, PG-13, 220000000, 2012, 8.1, 1.85, http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1
82, Snow White and the Huntsman , 132, Color, English, English, PG-13, 170000000, 2012, 6.1, 2.35, http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1
149, Madagascar 3: Europe's Most Wanted , 93, Color, English, English, PG, 145000000, 2012, 6.9, 1.85, http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1
429, Dredd , 95, Color, English, English, R, 35000000, 2012, 7.1, 2.35, http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1
217, The Bourne Legacy , 135, Color, English, English, PG-13, 125000000, 2012, 6.7, 2.35, http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1
6, John Carter , 132, Color, English, English, PG-13, 263700000, 2012, 6.6, 2.35, http://www.imdb.com/title/tt0401729/?ref_=fn_tt_tt_1
57, Brave , 93, Color, English, English, PG, 185000000, 2012, 7.2, 2.35, http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1
224, Life of Pi , 127, Color, English, English, PG, 120000000, 2012, 8.0, 1.85, http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1
100, The Hobbit: An Unexpected Journey , 182, Color, English, English, PG-13, 180000000, 2012, 7.9, 2.35, http://www.imdb.com/title/tt0903624/?ref_=fn_tt_tt_1
91, Wreck-It Ralph , 101, Color, English, English, PG, 165000000, 2012, 7.8, 2.35, http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1
4, The Dark Knight Rises , 164, Color, English, English, PG-13, 250000000, 2012, 8.5, 2.35, http://www.imdb.com/title/tt1345836/?ref_=fn_tt_tt_1
406, Safe House , 115, Color, English, English, R, 85000000, 2012, 6.8, 2.35, http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1
424, Mirror Mirror , 106, Color, English, English, PG, 85000000, 2012, 5.6, 1.85, http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1
228, Prometheus , 124, Color, English, English, R, 130000000, 2012, 7.0, 2.35, http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1
236, Oblivion , 124, Color, English, English, PG-13, 120000000, 2013, 7.0, 2.35, http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1
495, Walking with Dinosaurs 3D , 87, Color, English, English, PG, 80000000, 2013, 5.2, 2.35, http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1
240, The Wolverine , 138, Color, English, English, PG-13, 120000000, 2013, 6.7, 2.35, http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1
379, Percy Jackson: Sea of Monsters , 106, Color, English, English, PG, 90000000, 2013, 5.9, 2.35, http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1
242, The Croods , 98, Color, English, English, PG, 135000000, 2013, 7.3, 2.35, http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1
15, The Lone Ranger , 150, Color, English, English, PG-13, 215000000, 2013, 6.5, 2.35, http://www.imdb.com/title/tt1210819/?ref_=fn_tt_tt_1
16, Man of Steel , 143, Color, English, English, PG-13, 225000000, 2013, 7.2, 2.35, http://www.imdb.com/title/tt0770828/?ref_=fn_tt_tt_1
247, Gravity , 91, Color, English, English, PG-13, 100000000, 2013, 7.8, 2.35, http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1
24, The Hobbit: The Desolation of Smaug , 186, Color, English, English, PG-13, 225000000, 2013, 7.9, 2.35, http://www.imdb.com/title/tt1170358/?ref_=fn_tt_tt_1
204, R.I.P.D. , 96, Color, English, English, PG-13, 130000000, 2013, 5.6, 2.35, http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1
86, 47 Ronin , 128, Color, English, English, PG-13, 175000000, 2013, 6.3, 2.35, http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1
33, Iron Man 3 , 195, Color, English, English, PG-13, 200000000, 2013, 7.2, 2.35, http://www.imdb.com/title/tt1300854/?ref_=fn_tt_tt_1
36, Monsters University , 104, Color, English, English, G, 200000000, 2013, 7.3, 1.85, http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1
198, After Earth , 100, Color, English, English, PG-13, 130000000, 2013, 4.9, 2.35, http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1
39, Oz the Great and Powerful , 130, Color, English, English, PG, 215000000, 2013, 6.4, 2.35, http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1
267, The Smurfs 2 , 105, Color, English, English, PG, 105000000, 2013, 5.4, 1.85, http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1
269, Ender's Game , 114, Color, English, English, PG-13, 110000000, 2013, 6.7, 2.35, http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1
187, The Hunger Games: Catching Fire , 146, Color, English, English, PG-13, 130000000, 2013, 7.6, 2.35, http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1
450, Grown Ups 2 , 101, Color, English, English, PG-13, 80000000, 2013, 5.4, 1.85, http://www.imdb.com/title/tt2191701/?ref_=fn_tt_tt_1
181, Turbo , 96, Color, English, English, PG, 135000000, 2013, 6.5, 2.35, http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1
447, RED 2 , 116, Color, English, English, PG-13, 84000000, 2013, 6.7, 2.35, http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1
47, World War Z , 123, Color, English, English, PG-13, 190000000, 2013, 7.0, 2.35, http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1
49, Star Trek Into Darkness , 132, Color, English, English, PG-13, 190000000, 2013, 7.8, 2.35, http://www.imdb.com/title/tt1408101/?ref_=fn_tt_tt_1
360, The Secret Life of Walter Mitty , 114, Color, English, English, PG, 90000000, 2013, 7.3, 2.35, http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1
126, Frozen , 102, Color, English, English, PG, 150000000, 2013, 7.6, 2.24, http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1
169, G.I. Joe: Retaliation , 122, Color, English, English, PG-13, 130000000, 2013, 5.8, 2.35, http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1
128, Thor: The Dark World , 112, Color, English, English, PG-13, 170000000, 2013, 7.1, 2.35, http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1
348, A Good Day to Die Hard , 101, Color, English, English, R, 92000000, 2013, 5.3, 1.85, http://www.imdb.com/title/tt1606378/?ref_=fn_tt_tt_1
50, Jack the Giant Slayer , 114, Color, English, English, PG-13, 195000000, 2013, 6.3, 2.35, http://www.imdb.com/title/tt1351685/?ref_=fn_tt_tt_1
51, The Great Gatsby , 143, Color, English, English, PG-13, 105000000, 2013, 7.3, 2.35, http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1
53, Pacific Rim , 131, Color, English, English, PG-13, 190000000, 2013, 7.0, 1.85, http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1
305, Epic , 102, Color, English, English, PG, 100000000, 2013, 6.7, 2.35, http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1
309, The Wolf of Wall Street , 240, Color, English, English, R, 100000000, 2013, 8.2, 2.35, http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1
143, White House Down , 131, Color, English, English, PG-13, 150000000, 2013, 6.4, 2.35, http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1
230, Elysium , 109, Color, English, English, R, 115000000, 2013, 6.6, 2.35, http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1
96, Guardians of the Galaxy , 121, Color, English, English, PG-13, 170000000, 2014, 8.1, 2.35, http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1
97, Interstellar , 169, Color, English, English, PG-13, 165000000, 2014, 8.6, 2.35, http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1
210, Rio 2 , 101, Color, English, English, G, 103000000, 2014, 6.4, 2.35, http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1
90, Big Hero 6 , 102, Color, English, English, PG, 165000000, 2014, 7.9, 2.39, http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1
246, Teenage Mutant Ninja Turtles , 101, Color, English, English, PG-13, 125000000, 2014, 5.9, 2.35, http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
208, The Hunger Games: Mockingjay - Part 1 , 123, Color, English, English, PG-13, 125000000, 2014, 6.7, 2.35, http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1
21, The Hobbit: The Battle of the Five Armies , 164, Color, English, English, PG-13, 250000000, 2014, 7.5, 2.35, http://www.imdb.com/title/tt2310332/?ref_=fn_tt_tt_1
87, Captain America: The Winter Soldier , 136, Color, English, English, PG-13, 170000000, 2014, 7.8, 2.35, http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1
318, The Expendables 3 , 131, Color, English, English, PG-13, 90000000, 2014, 6.1, 2.35, http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1
471, Fury , 134, Color, English, English, R, 68000000, 2014, 7.6, 2.35, http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1
147, Mr. Peabody & Sherman , 92, Color, English, English, PG, 145000000, 2014, 6.9, 1.85, http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1
201, Night at the Museum: Secret of the Tomb , 98, Color, English, English, PG, 127000000, 2014, 6.2, 1.85, http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1
315, Hercules , 101, Color, English, English, PG-13, 100000000, 2014, 6.0, 2.35, http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1
261, The A-Team             , 60, Color, English, English, TV-PG, 0, 2014, 7.6, 4.0, http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1
262, 300: Rise of an Empire , 102, Color, English, English, R, 110000000, 2014, 6.2, 2.35, http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1
414, Divergent , 139, Color, English, English, PG-13, 85000000, 2014, 6.7, 2.35, http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1
84, Dawn of the Planet of the Apes , 130, Color, English, English, PG-13, 170000000, 2014, 7.6, 1.85, http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1
38, Transformers: Age of Extinction , 165, Color, English, English, PG-13, 210000000, 2014, 5.7, 2.35, http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1
342, Seventh Son , 102, Color, English, English, PG-13, 95000000, 2014, 5.5, 2.35, http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1
160, Exodus: Gods and Kings , 150, Color, English, English, PG-13, 140000000, 2014, 6.1, 2.35, http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1
344, Transcendence , 119, Color, English, English, PG-13, 100000000, 2014, 6.3, 2.35, http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1
163, How to Train Your Dragon 2 , 102, Color, English, English, PG, 145000000, 2014, 7.9, 2.35, http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1
83, Maleficent , 97, Color, English, English, PG, 180000000, 2014, 7.0, 2.35, http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1
40, The Amazing Spider-Man 2 , 142, Color, English, English, PG-13, 200000000, 2014, 6.7, 2.35, http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1
194, Noah , 138, Color, English, English, PG-13, 125000000, 2014, 5.8, 1.85, http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1
76, Edge of Tomorrow , 113, Color, English, English, PG-13, 178000000, 2014, 7.9, 2.35, http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1
48, X-Men: Days of Future Past , 149, Color, English, English, PG-13, 200000000, 2014, 8.0, 2.35, http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1
183, Penguins of Madagascar , 92, Color, English, English, PG, 132000000, 2014, 6.7, 1.85, http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1
232, RoboCop , 117, Color, English, English, PG-13, 100000000, 2014, 6.2, 2.35, http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1
9, Avengers: Age of Ultron , 141, Color, English, English, PG-13, 250000000, 2015, 7.5, 2.35, http://www.imdb.com/title/tt2395427/?ref_=fn_tt_tt_1
490, Evolution , 81, Color, French, French, No Content rating, 0, 2015, 6.4, 2.35, http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1
180, The Revenant , 156, Color, English, English, R, 135000000, 2015, 8.1, 2.35, http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1
63, Jupiter Ascending , 127, Color, English, English, PG-13, 176000000, 2015, 5.4, 2.35, http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1
79, Inside Out , 95, Color, English, English, PG, 175000000, 2015, 8.3, 1.85, http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1
110, Terminator Genisys , 126, Color, English, English, PG-13, 155000000, 2015, 6.6, 2.35, http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1
279, The Martian , 151, Color, English, English, PG-13, 108000000, 2015, 8.1, 2.35, http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1
186, Ant-Man , 117, Color, English, English, PG-13, 130000000, 2015, 7.4, 1.85, http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1
136, Mission: Impossible - Rogue Nation , 131, Color, English, English, PG-13, 150000000, 2015, 7.4, 2.35, http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1
189, Home , 94, Color, English, English, PG, 135000000, 2015, 6.7, 1.85, http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
89, Tomorrowland , 130, Color, English, English, PG, 190000000, 2015, 6.5, 2.2, http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1
324, The Peanuts Movie , 88, Color, English, English, G, 99000000, 2015, 7.2, 1.85, http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1
373, Pixels , 106, Color, English, English, PG-13, 88000000, 2015, 5.6, 2.35, http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1
104, The Hunger Games: Mockingjay - Part 2 , 137, Color, English, English, PG-13, 160000000, 2015, 6.6, 2.35, http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1
460, Daredevil             , 54, No Color, English, English, TV-MA, 0, 2015, 8.8, 16.0, http://www.imdb.com/title/tt3322312/?ref_=fn_tt_tt_1
129, Mad Max: Fury Road , 120, Color, English, English, R, 150000000, 2015, 8.1, 2.35, http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1
321, In the Heart of the Sea , 122, Color, English, English, PG-13, 100000000, 2015, 7.0, 1.85, http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1
304, Pan , 111, Color, English, English, PG, 150000000, 2015, 5.8, 2.35, http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1
337, Cinderella , 105, Color, English, English, PG, 95000000, 2015, 7.0, 2.35, http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1
146, Pan , 111, Color, English, English, PG, 150000000, 2015, 5.8, 2.35, http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1
85, The Lovers , 109, Color, English, English, R, 0, 2015, 4.5, 0.0, http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1
3, Spectre , 148, Color, English, English, PG-13, 245000000, 2015, 6.8, 2.35, http://www.imdb.com/title/tt2379713/?ref_=fn_tt_tt_1
370, Alvin and the Chipmunks: The Road Chip , 92, Color, English, English, PG, 90000000, 2015, 5.0, 1.85, http://www.imdb.com/title/tt2974918/?ref_=fn_tt_tt_1
257, Insurgent , 119, Color, English, English, PG-13, 110000000, 2015, 6.3, 2.35, http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1
56, The Good Dinosaur , 93, Color, English, English, PG, 0, 2015, 6.8, 2.35, http://www.imdb.com/title/tt1979388/?ref_=fn_tt_tt_1
479, Hotel Transylvania 2 , 89, Color, English, English, PG, 80000000, 2015, 6.7, 1.85, http://www.imdb.com/title/tt2510894/?ref_=fn_tt_tt_1
30, Jurassic World , 124, Color, English, English, PG-13, 150000000, 2015, 7.0, 2.0, http://www.imdb.com/title/tt0369610/?ref_=fn_tt_tt_1
319, Point Break , 114, Color, English, English, PG-13, 105000000, 2015, 5.3, 2.35, http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1
250, Fantastic Four , 100, Color, English, English, PG-13, 120000000, 2015, 4.3, 2.35, http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
252, San Andreas , 114, Color, English, English, PG-13, 110000000, 2015, 6.1, 2.35, http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1
390, Fantastic Four , 100, Color, English, English, PG-13, 120000000, 2015, 4.3, 2.35, http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
46, Furious 7 , 140, Color, English, English, PG-13, 190000000, 2015, 7.2, 2.35, http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1
205, Godzilla Resurgence , 120, Color, Japanese, Japanese, No Content rating, 0, 2016, 8.2, 2.35, http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1
58, Star Trek Beyond , 122, Color, English, English, PG-13, 185000000, 2016, 7.5, 2.35, http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1
151, Ghostbusters , 116, Color, English, English, PG-13, 144000000, 2016, 5.5, 2.35, http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1
249, Teenage Mutant Ninja Turtles: Out of the Shadows , 112, Color, English, English, PG-13, 135000000, 2016, 6.3, 2.35, http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1
155, Kung Fu Panda 3 , 95, Color, English, English, PG, 145000000, 2016, 7.2, 2.35, http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1
265, Allegiant , 120, Color, English, English, PG-13, 110000000, 2016, 5.8, 2.35, http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1
164, Gods of Egypt , 126, Color, English, English, PG-13, 140000000, 2016, 5.5, 2.35, http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1
368, Ben-Hur , 141, Color, English, English, PG-13, 0, 2016, 6.1, 2.35, http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1
245, The Huntsman: Winter's War , 120, Color, English, English, PG-13, 115000000, 2016, 6.1, 2.35, http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1
74, Suicide Squad , 123, Color, English, English, PG-13, 175000000, 2016, 6.9, 2.35, http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1
80, The Jungle Book , 106, Color, English, English, PG, 175000000, 2016, 7.8, 1.85, http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1
107, Alice Through the Looking Glass , 113, Color, English, English, PG, 170000000, 2016, 6.4, 1.85, http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1
109, Warcraft , 123, Color, English, English, PG-13, 160000000, 2016, 7.3, 2.35, http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1
11, Batman v Superman: Dawn of Justice , 183, Color, English, English, PG-13, 250000000, 2016, 6.9, 2.35, http://www.imdb.com/title/tt2975590/?ref_=fn_tt_tt_1
99, Godzilla Resurgence , 120, Color, Japanese, Japanese, No Content rating, 0, 2016, 8.2, 2.35, http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1
93, Independence Day: Resurgence , 120, Color, English, English, PG-13, 165000000, 2016, 5.5, 2.35, http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1
179, The BFG , 117, Color, English, English, PG, 140000000, 2016, 6.8, 2.35, http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1
64, The Legend of Tarzan , 110, Color, English, English, PG-13, 180000000, 2016, 6.6, 2.35, http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1
66, X-Men: Apocalypse , 144, Color, English, English, PG-13, 178000000, 2016, 7.3, 2.35, http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1
28, Captain America: Civil War , 147, Color, English, English, PG-13, 250000000, 2016, 8.2, 2.35, http://www.imdb.com/title/tt3498820/?ref_=fn_tt_tt_1
138, The Legend of Tarzan , 110, Color, English, English, PG-13, 180000000, 2016, 6.6, 2.35, http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1
226, Jason Bourne , 123, Color, English, English, PG-13, 120000000, 2016, 7.1, 2.35, http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1
381, Now You See Me 2 , 129, Color, English, English, PG-13, 90000000, 2016, 6.9, 2.35, http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1
480, Bewitched             , 25,  Black and White, English, English, TV-G, 0, 2018, 7.6, 4.0, http://www.imdb.com/title/tt0057733/?ref_=fn_tt_tt_1
